CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
29154;254;Masculino;Sin experiencia relevante;Mag�st;Humanidades;12;;;1;142;1
11379;270;Masculino;Sin experiencia relevante;Ense�anza B�;;7;;;0;88;0
9401;273;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Startup;2;76;0
22256;272;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;1;59;0
12452;271;;Sin experiencia relevante;Universitaria;STEM;1;50-99;Ltda;1;43;0
7723;260;Femenino;Con experiencia relevante;Mag�st;STEM;16;oct-49;Startup;1;22;0
20075;263;;Sin experiencia relevante;Universitaria;Humanidades;1;<10;Startup;1;131;0
8999;262;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Startup;1;3;1
28690;264;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;16;0
16770;261;Femenino;Sin experiencia relevante;Mag�st;STEM;3;<10;Startup;1;59;1
3329;310;Femenino;Sin experiencia relevante;Ense�anza Med;;5;;Ltda;0;110;1
1553;316;;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;;34;0
8773;318;Masculino;Con experiencia relevante;;;10;oct-49;Ltda;1;16;0
1162;317;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;3;100;0
32989;313;Masculino;Sin experiencia relevante;Universitaria;Humanidades;3;1000-4999;ONG;1;19;0
30888;314;;Con experiencia relevante;Universitaria;STEM;10;100-500;Ltda;5;34;0
27188;312;Masculino;Sin experiencia relevante;Universitaria;STEM;11;100-500;Ltda;1;43;0
20136;315;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;1;48;0
2836;311;Masculino;Con experiencia relevante;Universitaria;STEM;8;100-500;Ltda;3;12;0
861;330;Masculino;Con experiencia relevante;Universitaria;STEM;14;50-99;Ltda;2;262;0
31506;285;Masculino;Con experiencia relevante;Universitaria;STEM;9;oct-49;Ltda;2;21;0
21960;287;Femenino;Sin experiencia relevante;Universitaria;Humanidades;1;;;1;190;0
6385;288;Masculino;Con experiencia relevante;Universitaria;STEM;16;oct-49;Startup;2;41;0
26170;286;Masculino;Con experiencia relevante;Universitaria;STEM;2;100-500;Ltda;1;222;1
32328;275;Femenino;Sin experiencia relevante;Universitaria;STEM;5;10000+;Ltda;2;91;0
27935;277;Masculino;Sin experiencia relevante;Universitaria;STEM;9;100-500;Ltda;0;14;0
13265;279;Masculino;Con experiencia relevante;Mag�st;STEM;20;500-999;Ltda;3;98;0
27763;276;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;1;19;0
18895;278;Masculino;Con experiencia relevante;Universitaria;STEM;12;1000-4999;;2;18;0
8661;300;Masculino;Sin experiencia relevante;Mag�st;STEM;10;10000+;Ltda;3;3;0
5139;302;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;80;0
9801;304;Masculino;Con experiencia relevante;Universitaria;STEM;2;50-99;Ltda;2;87;0
19670;301;Masculino;Con experiencia relevante;Universitaria;STEM;16;;;1;56;1
13713;305;Masculino;Con experiencia relevante;Universitaria;STEM;1;10000+;Empresa P�bli;1;328;0
22355;303;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;5;17;0
20277;306;;Sin experiencia relevante;Universitaria;STEM;1;100-500;;0;74;0
17076;320;;Con experiencia relevante;Mag�st;STEM;11;10000+;Ltda;1;37;0
11496;324;Masculino;Sin experiencia relevante;Ense�anza B�;;5;;;0;52;0
20258;321;;Con experiencia relevante;Universitaria;STEM;14;50-99;Startup;1;21;0
21784;323;Masculino;Con experiencia relevante;;;20;;;2;300;0
16644;322;Masculino;Con experiencia relevante;Mag�st;STEM;14;oct-49;Ltda;2;92;0
14396;325;Masculino;Con experiencia relevante;Mag�st;STEM;20;<10;Ltda;5;13;0
29130;290;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;161;1
11557;295;Masculino;Con experiencia relevante;Mag�st;STEM;13;100-500;Ltda;0;34;0
23230;294;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;5;8;0
24420;293;Masculino;Con experiencia relevante;Doctorado;STEM;10;100-500;Ltda;5;226;0
32391;291;Masculino;Sin experiencia relevante;Ense�anza Med;;3;;Ltda;0;65;0
3301;292;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;1;146;0
22944;335;Masculino;Con experiencia relevante;Universitaria;STEM;20;<10;Ltda;1;34;0
8776;338;Masculino;Con experiencia relevante;Mag�st;STEM;9;100-500;ONG;1;21;0
26043;349;Masculino;Con experiencia relevante;Mag�st;STEM;10;;;1;84;0
32512;348;Masculino;Sin experiencia relevante;Universitaria;STEM;1;10000+;Ltda;1;45;0
9168;350;;Sin experiencia relevante;;;2;;;0;36;0
27993;336;Masculino;Con experiencia relevante;Universitaria;STEM;8;10000+;Ltda;4;113;1
5061;206;Masculino;Sin experiencia relevante;Ense�anza Med;;9;;;0;150;0
19716;210;Masculino;Con experiencia relevante;Universitaria;STEM;11;;Ltda;1;6;0
32221;212;Masculino;Sin experiencia relevante;Universitaria;Humanidades;15;100-500;Ltda;3;4;0
13378;213;;Con experiencia relevante;Mag�st;STEM;5;50-99;Startup;1;198;0
24146;211;;Con experiencia relevante;Universitaria;STEM;5;;;1;135;0
10170;214;Masculino;Con experiencia relevante;Doctorado;STEM;9;100-500;Startup;1;40;0
19805;215;;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;1;6;1
7542;210;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Ltda;5;58;0
7256;230;;Con experiencia relevante;Universitaria;Humanidades;4;;;1;88;1
19374;231;;Con experiencia relevante;Mag�st;STEM;7;<10;Startup;1;29;0
30694;232;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;5;168;0
12107;233;Masculino;Con experiencia relevante;Universitaria;STEM;10;1000-4999;Ltda;0;16;0
6608;225;Masculino;Con experiencia relevante;Universitaria;STEM;13;<10;Ltda;1;192;0
27482;226;Femenino;Con experiencia relevante;Universitaria;STEM;9;10000+;Ltda;2;36;1
9366;227;;Con experiencia relevante;Universitaria;STEM;7;50-99;Ltda;0;35;1
24172;220;;Con experiencia relevante;Universitaria;STEM;8;10000+;Ltda;5;53;1
25410;221;Masculino;Sin experiencia relevante;Universitaria;STEM;1;;;1;74;1
32351;240;Other;Sin experiencia relevante;Mag�st;STEM;9;50-99;;1;88;0
23481;241;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;5;43;1
6494;242;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;41;1
14572;235;Masculino;Con experiencia relevante;Mag�st;STEM;8;50-99;Empresa P�bli;4;33;1
6220;236;;Sin experiencia relevante;Ense�anza Med;;2;;;0;2;0
23388;245;;Con experiencia relevante;Mag�st;STEM;9;;;2;25;1
18543;248;Masculino;Sin experiencia relevante;Ense�anza Med;;10;;Empresa P�bli;1;22;0
31280;246;Masculino;Sin experiencia relevante;Universitaria;STEM;15;100-500;Ltda;5;8;0
12671;247;Masculino;Sin experiencia relevante;Universitaria;STEM;1;;;1;42;1
11676;250;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;0;72;1
33238;252;Masculino;Con experiencia relevante;Universitaria;STEM;7;;;1;149;0
32215;253;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;49;0
2904;251;Masculino;Con experiencia relevante;Ense�anza Med;;5;;;1;82;0
17398;255;;Con experiencia relevante;Universitaria;STEM;9;;;1;50;1
1338;254;Masculino;Con experiencia relevante;Ense�anza Med;;11;<10;Ltda;0;62;0
7580;270;Masculino;Con experiencia relevante;Universitaria;STEM;8;100-500;Ltda;1;212;1
19749;273;Masculino;Con experiencia relevante;Mag�st;STEM;15;oct-49;Ltda;5;176;0
28748;272;Masculino;Sin experiencia relevante;Mag�st;STEM;14;500-999;Empresa P�bli;1;8;0
17073;271;Masculino;Con experiencia relevante;Universitaria;STEM;10;<10;Startup;0;24;1
17226;260;Masculino;Sin experiencia relevante;;;1;;;0;31;0
32846;263;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;2;8;1
16388;262;;Con experiencia relevante;Ense�anza Med;;6;;;1;99;0
27875;264;Masculino;Con experiencia relevante;Universitaria;STEM;20;<10;Startup;5;89;0
32968;261;Masculino;Sin experiencia relevante;Universitaria;STEM;3;50-99;;1;32;0
1652;310;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;156;1
20060;316;Masculino;Con experiencia relevante;Mag�st;STEM;12;;Empresa P�bli;;35;0
10992;318;Masculino;Sin experiencia relevante;Universitaria;Humanidades;1;1000-4999;Ltda;1;26;0
18654;317;Femenino;Sin experiencia relevante;Ense�anza Med;;3;;;0;218;0
6627;313;Masculino;Con experiencia relevante;Mag�st;STEM;11;100-500;Ltda;1;6;0
15800;314;;Con experiencia relevante;Universitaria;STEM;3;;;1;54;0
30730;312;;Sin experiencia relevante;Ense�anza Med;;4;;;2;14;0
19049;315;;Sin experiencia relevante;Mag�st;STEM;8;;;1;27;0
21403;311;Masculino;Con experiencia relevante;Universitaria;STEM;4;<10;;2;19;0
25998;330;Masculino;Con experiencia relevante;Mag�st;STEM;9;10000+;Ltda;2;47;0
23807;285;;Sin experiencia relevante;Mag�st;STEM;12;;;5;98;0
30378;287;;Con experiencia relevante;Mag�st;STEM;8;;;0;40;0
11092;288;Masculino;Con experiencia relevante;Universitaria;STEM;14;50-99;Ltda;2;39;0
4657;286;Masculino;Con experiencia relevante;;;20;;;0;52;0
9316;275;;Con experiencia relevante;Universitaria;STEM;6;500-999;;2;28;1
31771;277;Masculino;Con experiencia relevante;Universitaria;STEM;6;1000-4999;Ltda;1;182;0
17742;279;;Sin experiencia relevante;Universitaria;STEM;7;100-500;Ltda;2;44;0
26947;276;Masculino;Sin experiencia relevante;Mag�st;Otros;16;;;0;35;0
4708;278;Masculino;Con experiencia relevante;Universitaria;Arte;9;;Startup;1;29;0
30391;300;Masculino;Sin experiencia relevante;Ense�anza Med;;4;;;1;78;0
16095;302;Masculino;Con experiencia relevante;Universitaria;Arte;7;<10;Ltda;5;125;0
21031;304;Femenino;Con experiencia relevante;Universitaria;Humanidades;1;;;1;35;1
24770;301;;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;4;69;0
11892;305;Masculino;Con experiencia relevante;Universitaria;STEM;6;100-500;Startup;1;52;0
15315;303;Femenino;Con experiencia relevante;Universitaria;STEM;9;<10;Ltda;1;90;0
31497;306;Masculino;Con experiencia relevante;Ense�anza Med;;17;;;1;56;0
18134;320;Masculino;Con experiencia relevante;Mag�st;STEM;11;;;1;153;0
21701;324;;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;0;40;0
3742;321;Femenino;Con experiencia relevante;Mag�st;STEM;11;oct-49;Ltda;5;47;0
2198;323;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;6;1000-4999;Ltda;1;17;1
31698;322;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;51;1
364;325;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Empresa P�bli;5;23;0
5815;290;Masculino;Con experiencia relevante;Ense�anza Med;;20;;;5;80;0
24632;295;;Sin experiencia relevante;Doctorado;STEM;20;5000-9999;Empresa P�bli;5;19;0
31830;294;Masculino;Con experiencia relevante;Universitaria;Otros;10;5000-9999;Empresa P�bli;1;7;0
19277;293;Masculino;Con experiencia relevante;Universitaria;STEM;7;1000-4999;Ltda;2;100;1
9394;291;Masculino;Sin experiencia relevante;Universitaria;STEM;5;100-500;Ltda;1;15;0
14380;292;Masculino;Con experiencia relevante;Universitaria;Arte;9;50-99;Ltda;1;9;0
28067;335;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Empresa P�bli;5;36;0
28108;338;Masculino;Con experiencia relevante;Doctorado;STEM;20;;;1;72;1
27662;349;Masculino;Con experiencia relevante;Mag�st;STEM;7;;;1;6;1
24805;348;Masculino;Con experiencia relevante;Universitaria;STEM;6;100-500;Ltda;1;25;0
27079;350;Masculino;Con experiencia relevante;Mag�st;STEM;19;<10;Startup;1;41;0
15813;336;;Con experiencia relevante;Ense�anza Med;;9;;;1;42;0
30499;351;Masculino;Con experiencia relevante;Universitaria;STEM;12;;;1;190;0
22287;339;Masculino;Con experiencia relevante;Mag�st;STEM;14;100-500;ONG;1;51;0
1912;343;Masculino;Con experiencia relevante;Universitaria;STEM;1;;;0;162;1
16545;337;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;;0;46;0
18973;340;;Con experiencia relevante;Ense�anza Med;;20;10000+;Ltda;5;35;0
3692;347;Masculino;Con experiencia relevante;Universitaria;STEM;12;500-999;Ltda;2;70;0
16292;346;Masculino;Con experiencia relevante;Universitaria;STEM;2;50-99;Ltda;0;50;1
19090;344;Masculino;Con experiencia relevante;Universitaria;STEM;9;1000-4999;Ltda;5;16;0
32807;342;Masculino;Sin experiencia relevante;Mag�st;STEM;5;50-99;Ltda;4;6;0
2713;341;;Con experiencia relevante;Universitaria;STEM;10;10000+;Ltda;1;9;0
21486;345;;Con experiencia relevante;Mag�st;STEM;20;<10;Ltda;2;34;0
27986;370;Femenino;Con experiencia relevante;Ense�anza Med;;16;1000-4999;Ltda;3;48;0
27288;373;Masculino;Con experiencia relevante;Ense�anza Med;;5;<10;Startup;1;98;1
32562;372;;Con experiencia relevante;;;18;;;0;61;1
33235;374;Masculino;Sin experiencia relevante;Ense�anza Med;;4;;;0;74;1
25059;371;;Con experiencia relevante;Doctorado;STEM;20;<10;Startup;5;17;0
10154;375;Femenino;Sin experiencia relevante;Universitaria;STEM;14;;;1;156;0
28567;355;Masculino;Con experiencia relevante;Mag�st;STEM;5;;;5;8;0
27480;359;Masculino;Con experiencia relevante;Universitaria;STEM;6;;;1;45;0
33013;356;Masculino;Sin experiencia relevante;Ense�anza Med;;6;oct-49;Startup;1;43;0
14763;361;Masculino;Con experiencia relevante;Ense�anza B�;;11;;;5;78;0
15612;358;Masculino;Con experiencia relevante;Universitaria;STEM;2;oct-49;Ltda;0;28;0
15052;363;Masculino;Con experiencia relevante;Universitaria;STEM;10;oct-49;Ltda;1;44;0
15045;364;Masculino;Con experiencia relevante;Universitaria;STEM;12;100-500;;3;100;0
1606;357;Masculino;Con experiencia relevante;Mag�st;STEM;17;50-99;Startup;1;116;0
19973;362;Masculino;Con experiencia relevante;Universitaria;STEM;16;10000+;Ltda;1;48;0
12198;360;Masculino;Sin experiencia relevante;Universitaria;STEM;3;500-999;Startup;1;30;0
27791;390;Masculino;Con experiencia relevante;Universitaria;STEM;5;<10;Startup;1;17;1
23321;397;Masculino;Con experiencia relevante;Universitaria;STEM;3;oct-49;Ltda;1;53;1
14129;398;Masculino;Con experiencia relevante;Ense�anza Med;;17;;;1;34;0
11302;395;Femenino;Con experiencia relevante;Universitaria;STEM;6;50-99;Startup;1;21;0
26669;394;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;2;148;0
2482;391;;Con experiencia relevante;Mag�st;STEM;2;<10;Startup;;54;0
32974;396;Masculino;Con experiencia relevante;Universitaria;STEM;6;1000-4999;;1;26;0
19833;392;Masculino;Con experiencia relevante;Mag�st;STEM;6;<10;Ltda;1;44;0
22626;393;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;1;86;0
30349;399;Masculino;Con experiencia relevante;Universitaria;STEM;12;100-500;Ltda;5;32;0
27738;410;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;3;35;0
5666;412;Masculino;Con experiencia relevante;Mag�st;STEM;14;50-99;Ltda;1;23;1
27821;411;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;7;0
4277;380;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;6;1
16130;385;Femenino;Con experiencia relevante;Universitaria;Otros;5;10000+;;2;83;0
19635;386;Masculino;Sin experiencia relevante;Universitaria;STEM;5;10000+;Ltda;1;24;0
32223;383;Other;Con experiencia relevante;Universitaria;Arte;2;500-999;;1;96;0
9092;388;;Sin experiencia relevante;Universitaria;STEM;7;;;4;90;0
12485;382;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;2;89;0
19536;384;Masculino;Con experiencia relevante;Mag�st;STEM;5;500-999;Ltda;1;10;1
8777;381;Masculino;Sin experiencia relevante;Ense�anza Med;;14;;;0;3;0
1902;387;;Con experiencia relevante;Universitaria;STEM;6;500-999;ONG;1;155;0
17774;400;Masculino;Con experiencia relevante;Universitaria;STEM;4;;;1;16;0
15078;402;Masculino;Sin experiencia relevante;Universitaria;STEM;11;;;1;35;1
11176;403;;Sin experiencia relevante;Mag�st;Humanidades;3;10000+;Otras;;131;0
25455;404;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;2;160;0
25053;405;;Con experiencia relevante;Universitaria;STEM;20;500-999;Ltda;4;47;1
16781;407;;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;1;30;0
25922;406;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;;1;68;0
6607;401;Masculino;Con experiencia relevante;Universitaria;STEM;5;<10;Startup;0;57;1
29062;455;Masculino;Sin experiencia relevante;Ense�anza Med;;5;;;0;47;1
10203;463;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;32;1
24835;474;Masculino;Con experiencia relevante;Universitaria;STEM;15;;;1;108;1
31237;459;Masculino;Con experiencia relevante;Mag�st;STEM;4;50-99;Ltda;1;151;1
28398;460;Masculino;Con experiencia relevante;Universitaria;STEM;14;100-500;Ltda;5;53;0
6007;462;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;8;0
3479;457;;Sin experiencia relevante;Universitaria;STEM;4;;Empresa P�bli;1;15;0
9099;464;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;77;1
15756;461;;Sin experiencia relevante;Ense�anza Med;;2;oct-49;Startup;1;74;0
29971;456;Masculino;Sin experiencia relevante;Universitaria;STEM;4;1000-4999;Empresa P�bli;1;14;1
3702;458;Masculino;Con experiencia relevante;Ense�anza Med;;6;oct-49;Ltda;5;62;0
26024;456;Masculino;Con experiencia relevante;Universitaria;STEM;18;500-999;Ltda;5;164;0
20706;465;;Con experiencia relevante;;;4;100-500;Ltda;2;26;1
2905;466;Masculino;Con experiencia relevante;Universitaria;STEM;13;100-500;Ltda;1;29;0
18076;469;Masculino;Con experiencia relevante;Universitaria;STEM;5;100-500;Startup;3;73;0
30287;470;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;Ltda;1;12;1
11450;467;Masculino;Sin experiencia relevante;Mag�st;STEM;19;1000-4999;Empresa P�bli;5;48;0
29675;468;Masculino;Con experiencia relevante;Universitaria;STEM;12;10000+;Ltda;4;138;0
4779;471;Masculino;Con experiencia relevante;Universitaria;Otros;17;;;;73;0
14765;440;Masculino;Con experiencia relevante;Mag�st;STEM;7;oct-49;Ltda;2;64;0
28791;443;Masculino;Sin experiencia relevante;Universitaria;STEM;5;10000+;Empresa P�bli;5;54;1
30634;441;Masculino;Sin experiencia relevante;Universitaria;STEM;10;;;3;78;1
2052;450;Masculino;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;4;52;0
13577;447;Masculino;Con experiencia relevante;Universitaria;STEM;16;50-99;Ltda;3;18;1
10087;449;Masculino;Sin experiencia relevante;Universitaria;STEM;17;5000-9999;Ltda;5;67;0
24915;448;Masculino;Con experiencia relevante;Universitaria;STEM;6;oct-49;Ltda;1;232;1
33069;446;Masculino;Sin experiencia relevante;Universitaria;STEM;1;;;1;13;0
9300;444;;Con experiencia relevante;Universitaria;STEM;13;oct-49;Ltda;5;29;0
32572;451;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;9;oct-49;Ltda;2;38;0
31287;445;Masculino;Con experiencia relevante;Universitaria;STEM;3;<10;Ltda;1;12;0
33360;442;Masculino;Con experiencia relevante;Mag�st;STEM;17;;;5;65;1
25971;452;;Con experiencia relevante;Universitaria;STEM;18;100-500;Ltda;0;14;0
62;445;;Sin experiencia relevante;Universitaria;STEM;3;;;1;49;0
31051;415;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;25;0
5620;425;;Con experiencia relevante;Universitaria;STEM;4;100-500;Ltda;1;82;1
8608;431;Femenino;Con experiencia relevante;Mag�st;STEM;7;100-500;ONG;5;77;1
9034;429;Masculino;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;2;6;1
6655;419;;Con experiencia relevante;Universitaria;STEM;4;oct-49;Startup;3;81;0
21468;435;;Con experiencia relevante;Mag�st;STEM;5;oct-49;Startup;3;6;1
27374;422;Masculino;Sin experiencia relevante;Ense�anza Med;;4;1000-4999;;1;53;0
20325;433;Masculino;Con experiencia relevante;Mag�st;STEM;20;5000-9999;Ltda;5;15;0
2953;417;;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;3;28;0
11343;424;;Sin experiencia relevante;Universitaria;Otros;3;;;3;11;1
27137;420;Masculino;Sin experiencia relevante;Universitaria;STEM;20;10000+;Ltda;4;24;0
27485;428;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;4;39;0
